Simulation: 1 	 ['01.00', '01.40', '00.46', '00.50', '00.15', '02.01', '04.00'] 	 rmspe: 0.1393 	 ks = 0.40 	 p_value = 0.000
Simulation: 2 	 ['01.40', '02.40', '00.46', '00.45', '00.10', '04.01', '02.00'] 	 rmspe: 0.3075 	 ks = 0.62 	 p_value = 0.000
Simulation: 3 	 ['01.50', '01.40', '00.01', '00.00', '00.20', '03.51', '03.00'] 	 rmspe: 0.2361 	 ks = 0.50 	 p_value = 0.000
Simulation: 4 	 ['01.00', '00.00', '00.01', '00.40', '00.85', '00.51', '00.00'] 	 rmspe: 0.1437 	 ks = 0.38 	 p_value = 0.000
Simulation: 5 	 ['01.90', '04.80', '00.36', '00.55', '00.70', '04.51', '00.00'] 	 rmspe: 0.9198 	 ks = 0.98 	 p_value = 0.000
Simulation: 6 	 ['00.50', '01.40', '00.11', '00.10', '00.85', '02.51', '03.00'] 	 rmspe: 0.1798 	 ks = 0.40 	 p_value = 0.000
Simulation: 7 	 ['01.10', '03.40', '00.26', '00.50', '00.95', '04.01', '01.00'] 	 rmspe: 0.9134 	 ks = 0.96 	 p_value = 0.000
Simulation: 8 	 ['00.60', '01.20', '00.16', '00.10', '00.75', '03.01', '03.00'] 	 rmspe: 0.1988 	 ks = 0.44 	 p_value = 0.000
Simulation: 9 	 ['00.50', '00.60', '00.16', '00.10', '00.90', '03.51', '01.00'] 	 rmspe: 0.3917 	 ks = 0.73 	 p_value = 0.000
Simulation: 10 	 ['00.60', '04.40', '00.11', '00.00', '00.10', '02.01', '04.00'] 	 rmspe: 0.1352 	 ks = 0.38 	 p_value = 0.000
Simulation: 11 	 ['00.20', '03.60', '00.31', '00.30', '00.35', '00.51', '01.00'] 	 rmspe: 0.0821 	 ks = 0.26 	 p_value = 0.000
Simulation: 12 	 ['01.10', '01.20', '00.41', '00.45', '00.60', '04.51', '03.00'] 	 rmspe: 0.4284 	 ks = 0.65 	 p_value = 0.000
Simulation: 13 	 ['01.00', '00.60', '00.01', '00.25', '00.50', '00.51', '03.00'] 	 rmspe: 0.1272 	 ks = 0.36 	 p_value = 0.000
Simulation: 14 	 ['01.50', '02.80', '00.21', '00.15', '00.25', '02.01', '00.00'] 	 rmspe: 0.4105 	 ks = 0.79 	 p_value = 0.000
Simulation: 15 	 ['00.90', '04.40', '00.41', '00.45', '00.70', '02.01', '00.00'] 	 rmspe: 0.7135 	 ks = 0.92 	 p_value = 0.000
Simulation: 16 	 ['01.50', '01.40', '00.01', '00.00', '00.85', '02.01', '03.00'] 	 rmspe: 0.3674 	 ks = 0.62 	 p_value = 0.000
Simulation: 17 	 ['01.00', '01.40', '00.01', '00.50', '00.15', '02.51', '04.00'] 	 rmspe: 0.1608 	 ks = 0.41 	 p_value = 0.000
Simulation: 18 	 ['01.50', '01.40', '00.01', '00.25', '00.05', '03.51', '03.00'] 	 rmspe: 0.2128 	 ks = 0.49 	 p_value = 0.000
Simulation: 19 	 ['01.00', '01.40', '00.01', '00.50', '00.20', '02.01', '04.00'] 	 rmspe: 0.1582 	 ks = 0.40 	 p_value = 0.000
Simulation: 20 	 ['01.00', '01.40', '00.46', '00.30', '00.15', '02.01', '03.00'] 	 rmspe: 0.1584 	 ks = 0.43 	 p_value = 0.000
Simulation: 21 	 ['01.50', '01.00', '00.01', '00.00', '00.50', '00.51', '03.00'] 	 rmspe: 0.1721 	 ks = 0.43 	 p_value = 0.000
Simulation: 22 	 ['00.50', '01.40', '00.46', '00.00', '00.20', '03.51', '03.00'] 	 rmspe: 0.1556 	 ks = 0.38 	 p_value = 0.000
Simulation: 23 	 ['01.00', '00.60', '00.01', '00.50', '00.15', '02.01', '03.00'] 	 rmspe: 0.1562 	 ks = 0.40 	 p_value = 0.000
Simulation: 24 	 ['01.50', '01.40', '00.01', '00.25', '00.20', '00.01', '03.00'] 	 rmspe: 0.2092 	 ks = 0.52 	 p_value = 0.000
Simulation: 25 	 ['01.50', '01.40', '00.01', '00.25', '00.15', '02.01', '03.00'] 	 rmspe: 0.2031 	 ks = 0.48 	 p_value = 0.000
Simulation: 26 	 ['00.20', '00.60', '00.46', '00.50', '00.15', '00.51', '03.00'] 	 rmspe: 0.0583 	 ks = 0.14 	 p_value = 0.000
Simulation: 27 	 ['01.50', '01.20', '00.01', '00.25', '00.50', '00.51', '03.00'] 	 rmspe: 0.1575 	 ks = 0.41 	 p_value = 0.000
Simulation: 28 	 ['01.00', '01.40', '00.01', '00.00', '00.20', '03.51', '04.00'] 	 rmspe: 0.1849 	 ks = 0.42 	 p_value = 0.000
Simulation: 29 	 ['01.00', '00.00', '00.01', '00.25', '00.15', '00.51', '04.00'] 	 rmspe: 0.0705 	 ks = 0.21 	 p_value = 0.000
Simulation: 30 	 ['01.50', '01.40', '00.01', '00.00', '00.85', '02.01', '03.00'] 	 rmspe: 0.3674 	 ks = 0.62 	 p_value = 0.000
Simulation: 31 	 ['01.00', '01.40', '00.01', '00.50', '00.15', '02.51', '04.00'] 	 rmspe: 0.1608 	 ks = 0.41 	 p_value = 0.000
Simulation: 32 	 ['01.50', '01.40', '00.01', '00.25', '00.05', '03.51', '03.00'] 	 rmspe: 0.2128 	 ks = 0.49 	 p_value = 0.000
Simulation: 33 	 ['01.00', '01.40', '00.01', '00.50', '00.20', '02.01', '04.00'] 	 rmspe: 0.1582 	 ks = 0.40 	 p_value = 0.000
Simulation: 34 	 ['01.00', '01.40', '00.46', '00.30', '00.15', '02.01', '03.00'] 	 rmspe: 0.1584 	 ks = 0.43 	 p_value = 0.000
Simulation: 35 	 ['01.50', '01.00', '00.01', '00.00', '00.50', '00.51', '03.00'] 	 rmspe: 0.1721 	 ks = 0.43 	 p_value = 0.000
Simulation: 36 	 ['00.50', '01.40', '00.46', '00.00', '00.20', '03.51', '03.00'] 	 rmspe: 0.1556 	 ks = 0.38 	 p_value = 0.000
Simulation: 37 	 ['01.00', '00.60', '00.01', '00.50', '00.15', '02.01', '03.00'] 	 rmspe: 0.1562 	 ks = 0.40 	 p_value = 0.000
Simulation: 38 	 ['01.50', '01.40', '00.01', '00.25', '00.20', '00.01', '03.00'] 	 rmspe: 0.2092 	 ks = 0.52 	 p_value = 0.000
Simulation: 39 	 ['01.50', '01.40', '00.01', '00.25', '00.15', '02.01', '03.00'] 	 rmspe: 0.2031 	 ks = 0.48 	 p_value = 0.000
Simulation: 40 	 ['00.20', '00.60', '00.46', '00.50', '00.15', '00.51', '03.00'] 	 rmspe: 0.0583 	 ks = 0.14 	 p_value = 0.000
Simulation: 41 	 ['01.50', '01.20', '00.01', '00.25', '00.50', '00.51', '03.00'] 	 rmspe: 0.1575 	 ks = 0.41 	 p_value = 0.000
Simulation: 42 	 ['01.00', '01.40', '00.01', '00.00', '00.20', '03.51', '04.00'] 	 rmspe: 0.1849 	 ks = 0.42 	 p_value = 0.000
Simulation: 43 	 ['01.00', '00.00', '00.01', '00.25', '00.15', '00.51', '04.00'] 	 rmspe: 0.0705 	 ks = 0.21 	 p_value = 0.000

Generation 1: Best Solution = ['00.20', '00.60', '00.46', '00.50', '00.15', '00.51', '03.00'], Fitness = 17.14, RMSPE =0.0583
Simulation: 44 	 ['01.50', '01.20', '00.36', '00.25', '00.50', '00.51', '03.00'] 	 rmspe: 0.1524 	 ks = 0.43 	 p_value = 0.000
Simulation: 45 	 ['01.00', '01.20', '00.01', '00.25', '00.50', '00.51', '03.00'] 	 rmspe: 0.1297 	 ks = 0.37 	 p_value = 0.000
Simulation: 46 	 ['01.50', '04.00', '00.01', '00.00', '00.20', '00.51', '03.00'] 	 rmspe: 0.2045 	 ks = 0.48 	 p_value = 0.000
Simulation: 47 	 ['01.50', '01.60', '00.01', '00.25', '00.50', '00.51', '03.00'] 	 rmspe: 0.1593 	 ks = 0.41 	 p_value = 0.000
Simulation: 48 	 ['01.50', '02.60', '00.01', '00.25', '00.50', '00.51', '04.00'] 	 rmspe: 0.1607 	 ks = 0.41 	 p_value = 0.000
Simulation: 49 	 ['01.70', '01.20', '00.01', '00.25', '00.50', '03.51', '03.00'] 	 rmspe: 0.4296 	 ks = 0.67 	 p_value = 0.000
Simulation: 50 	 ['01.50', '01.20', '00.01', '00.25', '00.50', '00.01', '03.00'] 	 rmspe: 0.2015 	 ks = 0.51 	 p_value = 0.000
Simulation: 51 	 ['01.00', '01.20', '00.01', '00.00', '00.50', '00.51', '03.00'] 	 rmspe: 0.1384 	 ks = 0.39 	 p_value = 0.000
Simulation: 52 	 ['00.50', '01.40', '00.01', '00.00', '00.50', '00.51', '03.00'] 	 rmspe: 0.0868 	 ks = 0.28 	 p_value = 0.000
Simulation: 53 	 ['01.50', '01.20', '00.01', '00.25', '00.50', '01.51', '03.00'] 	 rmspe: 0.2129 	 ks = 0.48 	 p_value = 0.000
Simulation: 54 	 ['01.00', '01.40', '00.01', '00.25', '00.40', '00.51', '04.00'] 	 rmspe: 0.1282 	 ks = 0.37 	 p_value = 0.000
Simulation: 55 	 ['01.50', '01.40', '00.01', '00.25', '00.20', '03.51', '04.00'] 	 rmspe: 0.2231 	 ks = 0.48 	 p_value = 0.000
Simulation: 56 	 ['01.50', '01.20', '00.01', '00.25', '00.50', '00.01', '03.00'] 	 rmspe: 0.2015 	 ks = 0.51 	 p_value = 0.000
Simulation: 57 	 ['01.50', '01.40', '00.41', '00.00', '00.20', '00.51', '04.00'] 	 rmspe: 0.2191 	 ks = 0.52 	 p_value = 0.000
Simulation: 58 	 ['01.50', '01.20', '00.36', '00.25', '00.50', '00.51', '03.00'] 	 rmspe: 0.1524 	 ks = 0.43 	 p_value = 0.000
Simulation: 59 	 ['01.00', '01.20', '00.01', '00.25', '00.50', '00.51', '03.00'] 	 rmspe: 0.1297 	 ks = 0.37 	 p_value = 0.000
Simulation: 60 	 ['01.50', '04.00', '00.01', '00.00', '00.20', '00.51', '03.00'] 	 rmspe: 0.2045 	 ks = 0.48 	 p_value = 0.000
Simulation: 61 	 ['01.50', '01.60', '00.01', '00.25', '00.50', '00.51', '03.00'] 	 rmspe: 0.1593 	 ks = 0.41 	 p_value = 0.000
Simulation: 62 	 ['01.50', '02.60', '00.01', '00.25', '00.50', '00.51', '04.00'] 	 rmspe: 0.1607 	 ks = 0.41 	 p_value = 0.000
