Simulation: 1 	 ['00.40', '04.00', '00.01', '00.10', '00.45', '03.01', '04.00'] 	 rmspe: 0.1488 	 ks = 0.34 	 p_value = 0.000
Simulation: 2 	 ['01.30', '03.00', '00.41', '00.55', '00.90', '03.01', '00.00'] 	 rmspe: 0.9103 	 ks = 0.99 	 p_value = 0.000
Simulation: 3 	 ['01.90', '03.60', '00.31', '00.05', '00.50', '02.01', '03.00'] 	 rmspe: 0.6796 	 ks = 0.90 	 p_value = 0.000
Simulation: 4 	 ['01.80', '01.80', '00.41', '00.55', '00.50', '04.01', '00.00'] 	 rmspe: 0.8984 	 ks = 0.99 	 p_value = 0.000
Simulation: 5 	 ['00.40', '00.40', '00.36', '00.40', '00.70', '00.51', '00.00'] 	 rmspe: 0.0992 	 ks = 0.26 	 p_value = 0.000
Simulation: 6 	 ['00.20', '00.20', '00.41', '00.20', '00.75', '02.51', '02.00'] 	 rmspe: 0.1311 	 ks = 0.30 	 p_value = 0.000
Simulation: 7 	 ['00.70', '03.60', '00.31', '00.45', '00.85', '04.51', '01.00'] 	 rmspe: 0.8554 	 ks = 0.96 	 p_value = 0.000
Simulation: 8 	 ['01.70', '02.40', '00.06', '00.30', '00.90', '03.01', '01.00'] 	 rmspe: 0.9088 	 ks = 0.99 	 p_value = 0.000
Simulation: 9 	 ['00.80', '02.40', '00.21', '00.30', '00.25', '03.51', '00.00'] 	 rmspe: 0.2969 	 ks = 0.61 	 p_value = 0.000
Simulation: 10 	 ['01.30', '02.20', '00.46', '00.55', '00.15', '00.51', '01.00'] 	 rmspe: 0.2132 	 ks = 0.51 	 p_value = 0.000
Simulation: 11 	 ['01.40', '04.00', '00.11', '00.10', '00.30', '02.51', '03.00'] 	 rmspe: 0.2369 	 ks = 0.51 	 p_value = 0.000
Simulation: 12 	 ['00.50', '04.20', '00.21', '00.50', '00.00', '02.01', '01.00'] 	 rmspe: 0.1280 	 ks = 0.37 	 p_value = 0.000
Simulation: 13 	 ['00.20', '01.40', '00.16', '00.35', '00.15', '02.51', '00.00'] 	 rmspe: 0.0968 	 ks = 0.25 	 p_value = 0.000
Simulation: 14 	 ['01.90', '03.00', '00.26', '00.55', '00.80', '04.01', '01.00'] 	 rmspe: 0.9265 	 ks = 0.99 	 p_value = 0.000
Simulation: 15 	 ['00.50', '02.20', '00.06', '00.15', '00.25', '04.51', '01.00'] 	 rmspe: 0.1845 	 ks = 0.43 	 p_value = 0.000
Simulation: 16 	 ['00.50', '04.20', '00.46', '00.55', '00.00', '02.01', '03.00'] 	 rmspe: 0.1644 	 ks = 0.44 	 p_value = 0.000
Simulation: 17 	 ['01.30', '02.20', '00.46', '00.20', '00.10', '00.51', '01.00'] 	 rmspe: 0.3129 	 ks = 0.63 	 p_value = 0.000
Simulation: 18 	 ['00.20', '04.20', '00.21', '00.50', '00.00', '02.01', '02.00'] 	 rmspe: 0.0962 	 ks = 0.28 	 p_value = 0.000
Simulation: 19 	 ['01.30', '02.20', '00.21', '00.55', '00.90', '00.51', '01.00'] 	 rmspe: 0.1678 	 ks = 0.46 	 p_value = 0.000
Simulation: 20 	 ['00.20', '02.20', '00.46', '00.20', '00.15', '02.51', '01.00'] 	 rmspe: 0.1202 	 ks = 0.31 	 p_value = 0.000
Simulation: 21 	 ['00.20', '04.20', '00.41', '00.20', '00.75', '02.01', '04.00'] 	 rmspe: 0.1506 	 ks = 0.38 	 p_value = 0.000
Simulation: 22 	 ['01.30', '04.20', '00.46', '00.55', '00.15', '00.51', '00.00'] 	 rmspe: 0.3857 	 ks = 0.74 	 p_value = 0.000
Simulation: 23 	 ['00.80', '02.20', '00.46', '00.55', '00.75', '00.51', '02.00'] 	 rmspe: 0.1393 	 ks = 0.39 	 p_value = 0.000
Simulation: 24 	 ['00.50', '04.20', '00.41', '00.50', '00.00', '02.01', '02.00'] 	 rmspe: 0.1578 	 ks = 0.43 	 p_value = 0.000
Simulation: 25 	 ['01.30', '04.20', '00.46', '00.55', '00.00', '02.01', '04.00'] 	 rmspe: 0.4091 	 ks = 0.78 	 p_value = 0.000
Simulation: 26 	 ['01.30', '00.80', '00.46', '00.55', '00.75', '02.51', '02.00'] 	 rmspe: 0.6072 	 ks = 0.85 	 p_value = 0.000
Simulation: 27 	 ['00.50', '00.20', '00.41', '00.50', '00.05', '02.01', '02.00'] 	 rmspe: 0.0840 	 ks = 0.17 	 p_value = 0.000
Simulation: 28 	 ['00.50', '04.20', '00.46', '00.50', '00.55', '02.01', '01.00'] 	 rmspe: 0.2529 	 ks = 0.55 	 p_value = 0.000
Simulation: 29 	 ['00.20', '00.20', '00.36', '00.55', '00.75', '02.51', '02.00'] 	 rmspe: 0.1292 	 ks = 0.29 	 p_value = 0.000
Simulation: 30 	 ['00.50', '04.20', '00.46', '00.55', '00.00', '02.01', '03.00'] 	 rmspe: 0.1644 	 ks = 0.44 	 p_value = 0.000
Simulation: 31 	 ['01.30', '02.20', '00.46', '00.20', '00.10', '00.51', '01.00'] 	 rmspe: 0.3129 	 ks = 0.63 	 p_value = 0.000
Simulation: 32 	 ['00.20', '04.20', '00.21', '00.50', '00.00', '02.01', '02.00'] 	 rmspe: 0.0962 	 ks = 0.28 	 p_value = 0.000
Simulation: 33 	 ['01.30', '02.20', '00.21', '00.55', '00.90', '00.51', '01.00'] 	 rmspe: 0.1678 	 ks = 0.46 	 p_value = 0.000
Simulation: 34 	 ['00.20', '02.20', '00.46', '00.20', '00.15', '02.51', '01.00'] 	 rmspe: 0.1202 	 ks = 0.31 	 p_value = 0.000
Simulation: 35 	 ['00.20', '04.20', '00.41', '00.20', '00.75', '02.01', '04.00'] 	 rmspe: 0.1506 	 ks = 0.38 	 p_value = 0.000
Simulation: 36 	 ['01.30', '04.20', '00.46', '00.55', '00.15', '00.51', '00.00'] 	 rmspe: 0.3857 	 ks = 0.74 	 p_value = 0.000
Simulation: 37 	 ['00.80', '02.20', '00.46', '00.55', '00.75', '00.51', '02.00'] 	 rmspe: 0.1393 	 ks = 0.39 	 p_value = 0.000
Simulation: 38 	 ['00.50', '04.20', '00.41', '00.50', '00.00', '02.01', '02.00'] 	 rmspe: 0.1578 	 ks = 0.43 	 p_value = 0.000
Simulation: 39 	 ['01.30', '04.20', '00.46', '00.55', '00.00', '02.01', '04.00'] 	 rmspe: 0.4091 	 ks = 0.78 	 p_value = 0.000
Simulation: 40 	 ['01.30', '00.80', '00.46', '00.55', '00.75', '02.51', '02.00'] 	 rmspe: 0.6072 	 ks = 0.85 	 p_value = 0.000
Simulation: 41 	 ['00.50', '00.20', '00.41', '00.50', '00.05', '02.01', '02.00'] 	 rmspe: 0.0840 	 ks = 0.17 	 p_value = 0.000
Simulation: 42 	 ['00.50', '04.20', '00.46', '00.50', '00.55', '02.01', '01.00'] 	 rmspe: 0.2529 	 ks = 0.55 	 p_value = 0.000
Simulation: 43 	 ['00.20', '00.20', '00.36', '00.55', '00.75', '02.51', '02.00'] 	 rmspe: 0.1292 	 ks = 0.29 	 p_value = 0.000

Generation 1: Best Solution = ['00.50', '00.20', '00.41', '00.50', '00.05', '02.01', '02.00'], Fitness = 11.91, RMSPE =0.0840
Simulation: 44 	 ['00.80', '00.20', '00.41', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1143 	 ks = 0.31 	 p_value = 0.000
Simulation: 45 	 ['01.10', '02.20', '00.21', '00.55', '00.00', '02.01', '02.00'] 	 rmspe: 0.1470 	 ks = 0.42 	 p_value = 0.000
Simulation: 46 	 ['00.20', '00.20', '00.41', '00.25', '00.05', '02.01', '02.00'] 	 rmspe: 0.0787 	 ks = 0.15 	 p_value = 0.000
Simulation: 47 	 ['01.10', '02.20', '00.41', '00.50', '00.05', '02.01', '02.00'] 	 rmspe: 0.1785 	 ks = 0.47 	 p_value = 0.000
Simulation: 48 	 ['00.20', '04.20', '00.46', '00.50', '00.00', '02.01', '02.00'] 	 rmspe: 0.1193 	 ks = 0.33 	 p_value = 0.000
Simulation: 49 	 ['00.50', '04.20', '00.21', '00.50', '00.00', '02.01', '00.00'] 	 rmspe: 0.1280 	 ks = 0.37 	 p_value = 0.000
Simulation: 50 	 ['00.50', '00.20', '00.46', '00.00', '00.05', '02.01', '02.00'] 	 rmspe: 0.0905 	 ks = 0.21 	 p_value = 0.000
Simulation: 51 	 ['00.20', '04.20', '00.21', '00.55', '00.00', '01.01', '02.00'] 	 rmspe: 0.0953 	 ks = 0.27 	 p_value = 0.000
Simulation: 52 	 ['00.50', '04.20', '00.21', '00.50', '00.00', '03.51', '02.00'] 	 rmspe: 0.1280 	 ks = 0.37 	 p_value = 0.000
Simulation: 53 	 ['01.40', '00.20', '00.46', '00.55', '00.05', '02.01', '02.00'] 	 rmspe: 0.1268 	 ks = 0.34 	 p_value = 0.000
Simulation: 54 	 ['01.30', '04.20', '00.21', '00.50', '00.00', '02.01', '02.00'] 	 rmspe: 0.2365 	 ks = 0.54 	 p_value = 0.000
Simulation: 55 	 ['00.50', '04.20', '00.21', '00.50', '00.25', '02.01', '02.00'] 	 rmspe: 0.1368 	 ks = 0.37 	 p_value = 0.000
Simulation: 56 	 ['00.50', '00.20', '00.21', '00.50', '00.75', '00.51', '02.00'] 	 rmspe: 0.0893 	 ks = 0.22 	 p_value = 0.000
Simulation: 57 	 ['00.20', '04.20', '00.46', '00.50', '00.00', '03.01', '02.00'] 	 rmspe: 0.1193 	 ks = 0.33 	 p_value = 0.000
Simulation: 58 	 ['00.80', '00.20', '00.41', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1143 	 ks = 0.31 	 p_value = 0.000
Simulation: 59 	 ['01.10', '02.20', '00.21', '00.55', '00.00', '02.01', '02.00'] 	 rmspe: 0.1470 	 ks = 0.42 	 p_value = 0.000
Simulation: 60 	 ['00.20', '00.20', '00.41', '00.25', '00.05', '02.01', '02.00'] 	 rmspe: 0.0787 	 ks = 0.15 	 p_value = 0.000
Simulation: 61 	 ['01.10', '02.20', '00.41', '00.50', '00.05', '02.01', '02.00'] 	 rmspe: 0.1785 	 ks = 0.47 	 p_value = 0.000
Simulation: 62 	 ['00.20', '04.20', '00.46', '00.50', '00.00', '02.01', '02.00'] 	 rmspe: 0.1193 	 ks = 0.33 	 p_value = 0.000
Simulation: 63 	 ['00.50', '04.20', '00.21', '00.50', '00.00', '02.01', '00.00'] 	 rmspe: 0.1280 	 ks = 0.37 	 p_value = 0.000
Simulation: 64 	 ['00.50', '00.20', '00.46', '00.00', '00.05', '02.01', '02.00'] 	 rmspe: 0.0905 	 ks = 0.21 	 p_value = 0.000
Simulation: 65 	 ['00.20', '04.20', '00.21', '00.55', '00.00', '01.01', '02.00'] 	 rmspe: 0.0953 	 ks = 0.27 	 p_value = 0.000
Simulation: 66 	 ['00.50', '04.20', '00.21', '00.50', '00.00', '03.51', '02.00'] 	 rmspe: 0.1280 	 ks = 0.37 	 p_value = 0.000
Simulation: 67 	 ['01.40', '00.20', '00.46', '00.55', '00.05', '02.01', '02.00'] 	 rmspe: 0.1268 	 ks = 0.34 	 p_value = 0.000
Simulation: 68 	 ['01.30', '04.20', '00.21', '00.50', '00.00', '02.01', '02.00'] 	 rmspe: 0.2365 	 ks = 0.54 	 p_value = 0.000
Simulation: 69 	 ['00.50', '04.20', '00.21', '00.50', '00.25', '02.01', '02.00'] 	 rmspe: 0.1368 	 ks = 0.37 	 p_value = 0.000
Simulation: 70 	 ['00.50', '00.20', '00.21', '00.50', '00.75', '00.51', '02.00'] 	 rmspe: 0.0893 	 ks = 0.22 	 p_value = 0.000
Simulation: 71 	 ['00.20', '04.20', '00.46', '00.50', '00.00', '03.01', '02.00'] 	 rmspe: 0.1193 	 ks = 0.33 	 p_value = 0.000

Generation 2: Best Solution = ['00.20', '00.20', '00.41', '00.25', '00.05', '02.01', '02.00'], Fitness = 12.70, RMSPE =0.0787
Simulation: 72 	 ['00.20', '00.20', '00.41', '00.00', '00.75', '02.01', '02.00'] 	 rmspe: 0.1215 	 ks = 0.28 	 p_value = 0.000
Simulation: 73 	 ['01.70', '00.20', '00.41', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1634 	 ks = 0.42 	 p_value = 0.000
Simulation: 74 	 ['00.20', '04.80', '00.46', '00.50', '00.05', '03.01', '02.00'] 	 rmspe: 0.1324 	 ks = 0.36 	 p_value = 0.000
Simulation: 75 	 ['00.80', '00.20', '00.41', '00.00', '00.40', '00.51', '02.00'] 	 rmspe: 0.1087 	 ks = 0.29 	 p_value = 0.000
Simulation: 76 	 ['00.80', '04.20', '00.41', '00.25', '00.00', '00.51', '00.00'] 	 rmspe: 0.2932 	 ks = 0.61 	 p_value = 0.000
Simulation: 77 	 ['00.20', '01.00', '00.46', '00.50', '00.00', '03.01', '02.00'] 	 rmspe: 0.0843 	 ks = 0.19 	 p_value = 0.000
Simulation: 78 	 ['00.50', '00.20', '00.41', '00.35', '00.75', '00.51', '02.00'] 	 rmspe: 0.0934 	 ks = 0.23 	 p_value = 0.000
Simulation: 79 	 ['00.80', '00.20', '00.46', '00.50', '00.00', '00.51', '03.00'] 	 rmspe: 0.0879 	 ks = 0.20 	 p_value = 0.000
Simulation: 80 	 ['00.20', '04.20', '00.46', '00.00', '00.05', '04.51', '02.00'] 	 rmspe: 0.1698 	 ks = 0.43 	 p_value = 0.000
Simulation: 81 	 ['00.50', '02.20', '00.41', '00.00', '00.05', '02.01', '02.00'] 	 rmspe: 0.1694 	 ks = 0.43 	 p_value = 0.000
Simulation: 82 	 ['00.80', '04.20', '00.41', '00.50', '00.00', '00.01', '02.00'] 	 rmspe: 0.2286 	 ks = 0.52 	 p_value = 0.000
Simulation: 83 	 ['00.50', '00.20', '00.46', '00.00', '00.15', '02.01', '02.00'] 	 rmspe: 0.1062 	 ks = 0.26 	 p_value = 0.000
Simulation: 84 	 ['00.80', '00.20', '00.41', '00.00', '00.05', '00.51', '02.00'] 	 rmspe: 0.0981 	 ks = 0.27 	 p_value = 0.000
Simulation: 85 	 ['00.80', '00.80', '00.46', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1340 	 ks = 0.36 	 p_value = 0.000
Simulation: 86 	 ['00.20', '00.20', '00.41', '00.00', '00.75', '02.01', '02.00'] 	 rmspe: 0.1215 	 ks = 0.28 	 p_value = 0.000
Simulation: 87 	 ['01.70', '00.20', '00.41', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1634 	 ks = 0.42 	 p_value = 0.000
Simulation: 88 	 ['00.20', '04.80', '00.46', '00.50', '00.05', '03.01', '02.00'] 	 rmspe: 0.1324 	 ks = 0.36 	 p_value = 0.000
Simulation: 89 	 ['00.80', '00.20', '00.41', '00.00', '00.40', '00.51', '02.00'] 	 rmspe: 0.1087 	 ks = 0.29 	 p_value = 0.000
Simulation: 90 	 ['00.80', '04.20', '00.41', '00.25', '00.00', '00.51', '00.00'] 	 rmspe: 0.2932 	 ks = 0.61 	 p_value = 0.000
Simulation: 91 	 ['00.20', '01.00', '00.46', '00.50', '00.00', '03.01', '02.00'] 	 rmspe: 0.0843 	 ks = 0.19 	 p_value = 0.000
Simulation: 92 	 ['00.50', '00.20', '00.41', '00.35', '00.75', '00.51', '02.00'] 	 rmspe: 0.0934 	 ks = 0.23 	 p_value = 0.000
Simulation: 93 	 ['00.80', '00.20', '00.46', '00.50', '00.00', '00.51', '03.00'] 	 rmspe: 0.0879 	 ks = 0.20 	 p_value = 0.000
Simulation: 94 	 ['00.20', '04.20', '00.46', '00.00', '00.05', '04.51', '02.00'] 	 rmspe: 0.1698 	 ks = 0.43 	 p_value = 0.000
Simulation: 95 	 ['00.50', '02.20', '00.41', '00.00', '00.05', '02.01', '02.00'] 	 rmspe: 0.1694 	 ks = 0.43 	 p_value = 0.000
Simulation: 96 	 ['00.80', '04.20', '00.41', '00.50', '00.00', '00.01', '02.00'] 	 rmspe: 0.2286 	 ks = 0.52 	 p_value = 0.000
Simulation: 97 	 ['00.50', '00.20', '00.46', '00.00', '00.15', '02.01', '02.00'] 	 rmspe: 0.1062 	 ks = 0.26 	 p_value = 0.000
Simulation: 98 	 ['00.80', '00.20', '00.41', '00.00', '00.05', '00.51', '02.00'] 	 rmspe: 0.0981 	 ks = 0.27 	 p_value = 0.000
Simulation: 99 	 ['00.80', '00.80', '00.46', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1340 	 ks = 0.36 	 p_value = 0.000

Generation 3: Best Solution = ['00.20', '00.20', '00.41', '00.25', '00.05', '02.01', '02.00'], Fitness = 12.70, RMSPE =0.0787
Simulation: 100 	 ['00.50', '00.20', '00.46', '00.00', '00.75', '02.01', '02.00'] 	 rmspe: 0.1902 	 ks = 0.40 	 p_value = 0.000
Simulation: 101 	 ['00.50', '00.20', '00.46', '00.00', '00.15', '02.01', '04.00'] 	 rmspe: 0.1029 	 ks = 0.26 	 p_value = 0.000
Simulation: 102 	 ['00.20', '00.80', '00.46', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.0879 	 ks = 0.20 	 p_value = 0.000
Simulation: 103 	 ['00.50', '00.20', '00.46', '00.25', '00.15', '00.51', '02.00'] 	 rmspe: 0.0832 	 ks = 0.18 	 p_value = 0.000
Simulation: 104 	 ['00.80', '00.20', '00.46', '00.00', '00.75', '02.01', '02.00'] 	 rmspe: 0.2448 	 ks = 0.51 	 p_value = 0.000
Simulation: 105 	 ['00.80', '00.80', '00.41', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1316 	 ks = 0.36 	 p_value = 0.000
Simulation: 106 	 ['00.80', '00.80', '00.46', '00.25', '00.75', '03.01', '02.00'] 	 rmspe: 0.3792 	 ks = 0.67 	 p_value = 0.000
Simulation: 107 	 ['00.50', '02.60', '00.46', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1462 	 ks = 0.39 	 p_value = 0.000
Simulation: 108 	 ['00.80', '02.80', '00.46', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1974 	 ks = 0.48 	 p_value = 0.000
Simulation: 109 	 ['00.80', '00.20', '00.46', '00.00', '00.75', '02.01', '02.00'] 	 rmspe: 0.2448 	 ks = 0.51 	 p_value = 0.000
Simulation: 110 	 ['00.80', '00.20', '00.46', '00.00', '00.75', '00.51', '02.00'] 	 rmspe: 0.1225 	 ks = 0.33 	 p_value = 0.000
Simulation: 111 	 ['00.80', '00.80', '00.46', '00.25', '00.75', '00.51', '03.00'] 	 rmspe: 0.1331 	 ks = 0.35 	 p_value = 0.000
Simulation: 112 	 ['00.50', '00.20', '00.46', '00.25', '00.75', '03.01', '02.00'] 	 rmspe: 0.2238 	 ks = 0.45 	 p_value = 0.000
Simulation: 113 	 ['00.50', '00.20', '00.46', '00.00', '00.75', '02.01', '02.00'] 	 rmspe: 0.1902 	 ks = 0.40 	 p_value = 0.000
Simulation: 114 	 ['00.50', '00.20', '00.46', '00.00', '00.15', '02.01', '04.00'] 	 rmspe: 0.1029 	 ks = 0.26 	 p_value = 0.000
Simulation: 115 	 ['00.20', '00.80', '00.46', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.0879 	 ks = 0.20 	 p_value = 0.000
Simulation: 116 	 ['00.50', '00.20', '00.46', '00.25', '00.15', '00.51', '02.00'] 	 rmspe: 0.0832 	 ks = 0.18 	 p_value = 0.000
Simulation: 117 	 ['00.80', '00.20', '00.46', '00.00', '00.75', '02.01', '02.00'] 	 rmspe: 0.2448 	 ks = 0.51 	 p_value = 0.000
Simulation: 118 	 ['00.80', '00.80', '00.41', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1316 	 ks = 0.36 	 p_value = 0.000
Simulation: 119 	 ['00.80', '00.80', '00.46', '00.25', '00.75', '03.01', '02.00'] 	 rmspe: 0.3792 	 ks = 0.67 	 p_value = 0.000
Simulation: 120 	 ['00.50', '02.60', '00.46', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1462 	 ks = 0.39 	 p_value = 0.000
Simulation: 121 	 ['00.80', '02.80', '00.46', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1974 	 ks = 0.48 	 p_value = 0.000
Simulation: 122 	 ['00.80', '00.20', '00.46', '00.00', '00.75', '02.01', '02.00'] 	 rmspe: 0.2448 	 ks = 0.51 	 p_value = 0.000
Simulation: 123 	 ['00.80', '00.20', '00.46', '00.00', '00.75', '00.51', '02.00'] 	 rmspe: 0.1225 	 ks = 0.33 	 p_value = 0.000
Simulation: 124 	 ['00.80', '00.80', '00.46', '00.25', '00.75', '00.51', '03.00'] 	 rmspe: 0.1331 	 ks = 0.35 	 p_value = 0.000
Simulation: 125 	 ['00.50', '00.20', '00.46', '00.25', '00.75', '03.01', '02.00'] 	 rmspe: 0.2238 	 ks = 0.45 	 p_value = 0.000

Generation 4: Best Solution = ['00.20', '00.20', '00.41', '00.25', '00.05', '02.01', '02.00'], Fitness = 12.70, RMSPE =0.0787
Simulation: 126 	 ['00.80', '03.80', '00.46', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.2500 	 ks = 0.54 	 p_value = 0.000
Simulation: 127 	 ['00.80', '00.20', '00.46', '00.55', '00.75', '02.01', '02.00'] 	 rmspe: 0.2432 	 ks = 0.51 	 p_value = 0.000
Simulation: 128 	 ['00.20', '00.80', '00.46', '00.35', '00.75', '02.01', '02.00'] 	 rmspe: 0.1268 	 ks = 0.29 	 p_value = 0.000
Simulation: 129 	 ['00.80', '00.80', '00.06', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1130 	 ks = 0.32 	 p_value = 0.000
Simulation: 130 	 ['00.50', '02.80', '00.46', '00.25', '00.15', '02.01', '02.00'] 	 rmspe: 0.1713 	 ks = 0.43 	 p_value = 0.000
Simulation: 131 	 ['00.50', '00.20', '00.01', '00.00', '00.75', '00.51', '02.00'] 	 rmspe: 0.1056 	 ks = 0.29 	 p_value = 0.000
Simulation: 132 	 ['00.20', '00.80', '00.46', '00.35', '00.75', '00.51', '02.00'] 	 rmspe: 0.0866 	 ks = 0.18 	 p_value = 0.000
Simulation: 133 	 ['00.50', '00.20', '00.46', '00.25', '00.70', '00.51', '02.00'] 	 rmspe: 0.0943 	 ks = 0.23 	 p_value = 0.000
Simulation: 134 	 ['00.20', '00.80', '00.41', '00.00', '00.15', '00.51', '04.00'] 	 rmspe: 0.0876 	 ks = 0.20 	 p_value = 0.000
Simulation: 135 	 ['00.80', '02.80', '00.46', '00.25', '00.95', '00.51', '02.00'] 	 rmspe: 0.1936 	 ks = 0.46 	 p_value = 0.000
Simulation: 136 	 ['00.80', '00.20', '00.46', '00.25', '00.75', '02.01', '01.00'] 	 rmspe: 0.3451 	 ks = 0.65 	 p_value = 0.000
Simulation: 137 	 ['01.60', '00.80', '00.46', '00.00', '00.15', '00.51', '04.00'] 	 rmspe: 0.2114 	 ks = 0.51 	 p_value = 0.000
Simulation: 138 	 ['01.80', '02.80', '00.46', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.4688 	 ks = 0.79 	 p_value = 0.000
Simulation: 139 	 ['00.80', '02.00', '00.46', '00.25', '00.15', '02.01', '02.00'] 	 rmspe: 0.1884 	 ks = 0.47 	 p_value = 0.000
Simulation: 140 	 ['00.80', '03.80', '00.46', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.2500 	 ks = 0.54 	 p_value = 0.000
Simulation: 141 	 ['00.80', '00.20', '00.46', '00.55', '00.75', '02.01', '02.00'] 	 rmspe: 0.2432 	 ks = 0.51 	 p_value = 0.000
Simulation: 142 	 ['00.20', '00.80', '00.46', '00.35', '00.75', '02.01', '02.00'] 	 rmspe: 0.1268 	 ks = 0.29 	 p_value = 0.000
Simulation: 143 	 ['00.80', '00.80', '00.06', '00.25', '00.75', '00.51', '02.00'] 	 rmspe: 0.1130 	 ks = 0.32 	 p_value = 0.000
Simulation: 144 	 ['00.50', '02.80', '00.46', '00.25', '00.15', '02.01', '02.00'] 	 rmspe: 0.1713 	 ks = 0.43 	 p_value = 0.000
